X,Y,Cluster
313649,523765,0
337889,558031,0
360165,553303,0
340032,561740,0
338634,564414,0
351459,565704,0
412767,593558,0
283474,532727,0
336928,557412,0
366478,594677,0
343450,570659,0
331616,565089,0
354529,573677,0
276703,559740,0
282066,560178,0
331366,567311,0
321910,573825,0
290107,571927,0
281979,518199,0
374695,563163,0
340191,567638,0
338583,563529,0
358312,559466,0
338474,564151,0
338205,566246,0
342901,582886,0
265815,540385,0
304086,576100,0
347966,563506,0
346144,560472,0
352381,592377,0
318681,528806,0
369366,561201,0
310041,533285,0
344314,595915,0
363956,609339,0
328586,551385,0
330767,552963,0
312558,520650,0
315850,573154,0
379388,567285,0
329905,579935,0
352209,548608,0
357679,548036,0
339288,588052,0
330335,568221,0
341559,562163,0
341925,569393,0
327695,543105,0
335999,549795,0
302359,534317,0
332586,566187,0
330750,561657,0
400380,588221,0
337910,562252,0
336549,565597,0
343717,559909,0
332116,594868,0
358384,556361,0
415881,584352,0
345164,579614,0
316395,537403,0
340970,564831,0
340383,600071,0
326627,534442,0
356865,545785,0
306298,551902,0
347575,565576,0
302583,571881,0
352424,557574,0
279008,521035,0
335029,553213,0
338753,563384,0
324032,577807,0
327973,534972,0
321924,527106,0
345495,579864,0
385091,599401,0
361138,551307,0
332884,533990,0
269126,508814,0
350056,566657,0
374117,546122,0
350283,559840,0
335525,567445,0
350798,535657,0
289002,520678,0
324516,522674,0
364844,571623,0
351815,574947,0
275524,559548,0
348773,583528,0
308966,523409,0
316313,570785,0
341966,561987,0
341446,538787,0
318823,565345,0
347522,587567,0
293746,544468,0
334983,572690,0
325125,564342,0
330145,546705,0
336336,563145,0
302353,545544,0
321216,569834,0
285152,520229,0
335027,565050,0
332270,556288,0
341016,545280,0
339640,561426,0
338633,563504,0
324952,565867,0
353583,554147,0
385183,556284,0
292636,520371,0
289176,571435,0
310944,559497,0
336974,563207,0
337173,557853,0
396903,591235,0
324440,567074,0
333378,557892,0
300366,565761,0
344437,529492,0
325871,558965,0
367641,556309,0
344552,554676,0
297212,546223,0
355924,577596,0
331340,524203,0
292932,558293,0
306346,523584,0
341966,586266,0
282430,560217,0
326251,549298,0
335201,585318,0
351564,573155,0
322365,530808,0
405542,600089,0
296763,528676,0
221233,538472,0
338084,560295,0
345674,579033,0
325883,560492,0
345123,577788,0
329859,564384,0
353939,570931,0
409616,575024,0
365058,545456,0
404782,557913,0
368724,598412,0
344096,575522,0
182618,346663,0
171461,348130,0
186536,330019,0
177241,292639,0
248683,383412,0
174057,358906,0
215243,289985,0
170688,343596,0
144502,345417,0
165689,356983,0
168443,367928,0
165158,343946,0
159711,352701,0
175781,341039,0
233480,289069,0
189029,366740,0
168573,350387,0
170271,306395,0
192775,350028,0
152054,345632,0
139299,314046,0
202053,322650,0
134695,350397,0
159654,381778,0
188093,324040,0
183236,338163,0
156984,430950,0
182751,435819,0
198908,372797,0
198517,325721,0
161345,350804,0
210497,359835,0
141993,331189,0
170788,373545,0
166449,363036,0
155479,345893,0
186380,363938,0
129332,360811,0
224225,376975,0
165945,345849,0
223550,323197,0
122755,434879,0
166584,349245,0
179472,342273,0
148749,359845,0
177505,332053,0
160222,380591,0
178869,370161,0
170002,370000,0
164354,347671,0
169966,368623,0
145867,363616,0
181561,358111,0
164915,350360,0
166973,341636,0
153181,277968,0
155505,355581,0
160835,347784,0
211265,396792,0
203254,362605,0
137967,354539,0
174064,357989,0
179609,408365,0
176506,351827,0
172879,347028,0
180506,330980,0
185966,359964,0
146070,316860,0
152957,321354,0
163190,331719,0
186914,361706,0
159191,309314,0
170425,316185,0
162040,316797,0
195000,354829,0
126702,351222,0
213064,290947,0
140612,350010,0
172885,352621,0
170155,343568,0
186806,334070,0
146072,288800,0
169293,348686,0
169502,411323,0
152861,407965,0
156041,295117,0
117585,391892,0
163981,344090,0
158664,310765,0
141113,351050,0
163796,345091,0
160369,353500,0
235671,300234,0
140876,334435,0
108232,373112,0
192460,388323,0
133744,308918,0
216209,437830,0
156945,339397,0
199859,316334,0
159496,331641,0
167845,341409,0
182435,365508,0
133795,360518,0
169628,365003,0
167262,399527,0
177728,352687,0
130683,363204,0
198197,344933,0
197735,355477,0
172020,342883,0
185561,342784,0
202011,337353,0
157394,346500,0
182050,424341,0
129664,341196,0
173188,355248,0
182499,310438,0
170384,339979,0
182093,321311,0
185696,338006,0
102221,374657,0
165881,364469,0
164875,349007,0
159120,340829,0
168274,374689,0
178495,373915,0
179811,342089,0
162606,363185,0
173908,362098,0
133580,348602,0
190634,357254,0
186503,369651,0
127134,379827,0
169145,355279,0
140121,346875,0
141860,324304,0
200251,306215,0
174373,363552,0
170022,347877,0
165657,338722,0
186361,351075,0
213022,338238,0
155228,357729,0
171614,435530,0
175586,365049,0
187858,381077,0
171074,293610,0
153738,360530,0
199043,270173,0
165886,348709,0
159428,300364,0
197463,378513,0
161273,347538,0
186082,330058,0
143732,279724,0
142899,329415,0
156977,424622,0
174878,362329,0
148915,338914,0
187324,377187,0
175766,380534,0
185071,362905,0
158550,354818,0
174672,345849,0
169880,343122,0
109090,326101,0
187854,354777,0
153903,353738,0
190241,329582,0
102983,382712,0
143117,345163,0
188985,367645,0
174834,411644,0
144228,344974,0
146821,297434,0
171848,343242,0
94382,320888,0
154412,310120,0
176490,344679,0
170616,352610,0
81648,360080,0
153607,379395,0
183970,355973,0
105444,361358,0
158571,361986,0
177579,319865,0
198892,322470,0
216975,296647,0
166654,350678,0
189102,333074,0
198712,303299,0
137098,384889,0
144306,328086,0
142455,343512,0
178319,318244,0
168886,353913,0
174656,393278,0
130805,354417,0
176433,350561,0
142252,329183,0
165476,377389,0
210102,333312,0
129453,321221,0
144705,375936,0
206687,342276,0
153583,352282,0
189499,356601,0
159392,351000,0
181463,326571,0
162975,335389,0
157691,334886,0
154167,353183,0
165607,362883,0
182239,333302,0
176982,354631,0
183516,374212,0
191099,341570,0
184570,360446,0
207804,354938,0
198493,326704,0
149269,341445,0
184798,392233,0
174438,319075,0
107124,325984,0
76052,360840,0
159302,337993,0
140101,341028,0
168149,345638,0
150009,371014,0
157193,350343,0
111476,358647,0
151164,332239,0
171318,373473,0
175169,349454,0
162600,392531,0
168067,340249,0
170102,323164,0
124132,340448,0
149863,284721,0
168079,347343,0
128953,304971,0
169228,364545,0
198415,321418,0
183610,321788,0
220869,407358,0
159472,372246,0
170837,353968,0
165653,317602,0
135537,356169,0
166973,334724,0
158750,312102,0
161448,373412,0
158713,379013,0
180493,319750,0
125715,302114,0
194033,340466,0
158871,312380,0
161387,343617,0
169121,347594,0
167653,352074,0
125902,318850,0
217686,296514,0
171986,429306,0
211360,279794,0
157181,346842,0
188909,341194,0
140128,325904,0
117874,389929,0
162921,317643,0
173978,346514,0
98533,355691,0
194956,372256,0
164847,287064,0
174410,372064,0
149092,352682,0
166323,352927,0
178515,370287,0
169337,348605,0
122986,334382,0
145282,391482,0
185919,363092,0
180519,368284,0
181227,347052,0
168284,309036,0
198251,335402,0
160922,347681,0
141861,328909,0
147911,328024,0
178264,330827,0
178235,346006,0
195151,317753,0
122360,357480,0
167330,332452,0
115363,305575,0
185661,404482,0
177858,352255,0
113068,317574,0
125675,360158,0
172842,351663,0
124724,459999,0
169069,348929,0
185253,344152,0
155625,262321,0
158201,315944,0
171277,361020,0
209553,326461,0
160165,362858,0
190725,336160,0
169994,409806,0
179463,361279,0
172662,388185,0
165284,425978,0
160206,303063,0
155690,368375,0
124516,325289,0
179326,321160,0
165573,305517,0
155508,372355,0
166799,318482,0
161780,324523,0
168805,351913,0
206519,355629,0
163091,350167,0
176144,353300,0
179483,359645,0
213951,352868,0
164046,346109,0
169569,346955,0
225356,318394,0
214966,358837,0
159253,343477,0
219779,330969,0
169876,340860,0
669118,354195,1
613682,399434,1
617399,392653,1
629247,364078,1
641070,424917,1
609532,388425,1
629369,398359,1
605911,379990,1
622550,391601,1
607905,403460,1
679465,399014,1
608711,373665,1
623498,399288,1
601212,370698,1
574989,407228,1
563517,391159,1
687717,379483,1
616040,330855,1
653024,367312,1
607440,403119,1
620240,397022,1
599215,391457,1
587478,424878,1
613921,394043,1
624328,392133,1
635887,384511,1
559877,401053,1
617755,401065,1
693265,388552,1
559933,403956,1
655859,416496,1
625919,402984,1
595215,391491,1
617493,379303,1
598657,442558,1
601644,436831,1
617118,374098,1
591051,389443,1
617296,386864,1
616468,394118,1
630384,376295,1
558770,390646,1
637332,414017,1
556780,409205,1
577473,384210,1
650054,432740,1
595063,328609,1
714443,433876,1
603566,410391,1
562356,383175,1
546166,423311,1
626539,394908,1
663820,416308,1
710910,464586,2
624310,398408,1
632546,389750,1
667249,417107,1
608309,377530,1
611357,393577,1
658219,436184,1
615032,402225,1
628131,406850,1
632390,363198,1
575116,345564,1
625784,441883,1
618893,419740,1
579564,428498,1
686324,364237,1
586242,396484,1
623248,399928,1
609219,362804,1
537211,376777,1
605310,394011,1
634973,450542,1
595411,413706,1
613037,419086,1
617444,397675,1
633304,366062,1
592620,446156,1
631633,337973,1
619637,395224,1
620330,398630,1
621964,409409,1
618446,372298,1
629789,426313,1
608687,374928,1
680646,375662,1
591831,438997,1
550086,442382,1
620330,396776,1
551236,401856,1
617178,414525,1
584938,344365,1
622636,456843,1
649987,408293,1
613719,382828,1
576987,392508,1
599766,409755,1
584077,398498,1
695514,321521,1
561388,355834,1
691600,397893,1
610676,449688,1
600114,413216,1
626811,372435,1
636291,360636,1
570384,393553,1
626700,401688,1
624106,398619,1
523329,404632,1
611954,360938,1
613536,395801,1
576488,397913,1
652745,406585,1
603193,371867,1
610026,444858,1
629725,405117,1
648429,422590,1
562772,382904,1
638823,411764,1
617764,397102,1
579922,379009,1
610698,396326,1
642607,374702,1
621629,397208,1
659321,404555,1
576235,462612,1
598628,425191,1
623502,420376,1
665965,449273,1
608923,385575,1
611579,407670,1
617573,386848,1
589862,418742,1
653325,396810,1
605073,372055,1
623137,408209,1
499262,398424,1
619339,401624,1
619295,397643,1
578878,420108,1
533577,355107,1
615934,426539,1
690195,475150,2
673514,390760,1
657120,386782,1
549945,372313,1
675858,410545,1
626586,415166,1
618449,404599,1
638783,399478,1
578113,395458,1
622557,361134,1
635324,420555,1
666135,430421,1
689725,465685,2
593601,445149,1
615094,383077,1
624599,417673,1
573969,434110,1
642881,403147,1
634383,422065,1
582389,428200,1
617330,369828,1
621989,394856,1
651828,468138,1
612936,398723,1
613351,407952,1
562777,437516,1
533212,366954,1
618113,400002,1
609344,448128,1
615342,413931,1
623989,368662,1
620187,400168,1
687638,439257,1
573925,449341,1
547270,403384,1
619318,361696,1
588432,446279,1
592924,393730,1
615325,383841,1
611875,422910,1
681941,370225,1
620818,396967,1
662154,385013,1
554938,347875,1
628655,321099,1
619628,399433,1
660333,393215,1
618391,348381,1
565829,395454,1
617689,397001,1
604554,393193,1
572417,403906,1
659193,384523,1
632060,367800,1
633894,404424,1
620610,395343,1
615175,397627,1
624293,333944,1
593689,316888,1
617319,374666,1
572244,349463,1
619239,400025,1
621622,390298,1
622101,371771,1
630205,338054,1
654147,407182,1
637594,420311,1
629004,392271,1
585207,336451,1
618349,397614,1
650157,402991,1
638966,486628,2
655201,411873,1
602335,433298,1
630706,388370,1
617428,397343,1
621537,390372,1
631365,450732,1
618406,404239,1
601390,453925,1
603945,361794,1
619427,396945,1
660103,414557,1
700340,335010,1
608182,416637,1
661166,404325,1
620939,385731,1
626371,349696,1
614683,367259,1
619332,401992,1
587453,401098,1
652349,321291,1
617954,395504,1
636807,424537,1
533889,333741,1
623386,387031,1
632952,385722,1
695010,449565,1
626843,367696,1
488205,420586,1
611547,411952,1
621241,368090,1
581240,362971,1
608747,363132,1
662177,420431,1
615665,405490,1
617447,366176,1
560393,389490,1
685785,409913,1
623433,400160,1
609091,437020,1
624343,403629,1
668879,388617,1
567105,437623,1
657450,365008,1
591955,378142,1
588952,437524,1
607665,447516,1
608601,418450,1
662830,420955,1
605891,428146,1
615239,317684,1
588933,366439,1
618053,357534,1
577773,434308,1
606558,458285,1
620955,389692,1
738190,371970,1
634661,446187,1
571692,449353,1
605650,447537,1
639502,371440,1
684568,380640,1
658735,399039,1
618157,384990,1
618869,398187,1
603388,403039,1
585255,415823,1
639507,438534,1
594112,399331,1
619475,400592,1
571570,375257,1
659297,373975,1
603285,449307,1
610199,394579,1
590500,418472,1
630904,404643,1
591725,406549,1
621560,397789,1
563182,367521,1
593879,444161,1
616054,371666,1
627679,395601,1
608195,447380,1
616737,397973,1
650120,324477,1
616926,398697,1
650859,460072,1
642157,345545,1
601369,411415,1
604703,392288,1
721905,378957,1
619415,397644,1
571043,347389,1
659191,459637,1
629978,400626,1
688487,383589,1
598053,438963,1
635242,356290,1
605899,412428,1
656642,407213,1
619924,406713,1
630067,372798,1
600007,377908,1
589164,386733,1
630491,379017,1
618676,377015,1
639613,388524,1
669409,415893,1
681608,436537,1
649968,371445,1
629000,417990,1
658884,390135,1
605407,427914,1
629891,414975,1
621778,364695,1
610722,418243,1
601599,388540,1
615649,429323,1
627206,402647,1
643965,366316,1
614877,402442,1
606486,420054,1
668482,358452,1
628715,434772,1
196462,887983,0
335970,846828,0
272394,837600,0
211165,825505,0
226433,837646,0
219686,859997,0
242087,844255,0
213558,873714,0
245144,845719,0
247997,878582,0
283576,809069,0
224676,859348,0
298214,820903,0
245468,859425,0
222704,824909,0
250921,819639,0
249209,801933,0
230591,874855,0
234091,876039,0
286769,862152,0
224789,866804,0
245023,849247,0
263626,851699,0
250198,825417,0
231263,863308,0
307605,840195,0
276635,875623,0
230399,842538,0
274070,798617,0
247939,831010,0
209922,850026,0
300726,862728,0
222727,770963,0
239505,885057,0
291561,845450,0
221122,832810,0
194258,914691,0
228928,855040,0
264627,808661,0
225916,843329,0
240221,843932,0
276600,823311,0
204854,810013,0
278326,829095,0
246047,846189,0
251032,876118,0
285258,848668,0
260943,889692,0
245928,867228,0
221002,870506,0
292872,896822,0
261896,897475,0
269723,849664,0
243941,843256,0
249370,872804,0
237120,856814,0
257472,849587,0
253703,834676,0
238080,830689,0
225991,869734,0
231781,799444,0
296892,901182,0
234604,822462,0
241473,860854,0
219864,842635,0
235901,856563,0
207217,878249,0
256949,820470,0
204597,863162,0
325275,866433,0
239344,814789,0
187894,871219,0
259973,862559,0
189752,865463,0
245707,844466,0
188480,870646,0
305915,854818,0
242443,851797,0
227138,824372,0
229970,878786,0
281971,825246,0
241166,845204,0
225846,874086,0
284077,905181,0
258975,837353,0
241972,840749,0
245602,857160,0
227363,836593,0
257926,936947,0
237689,839510,0
267799,847911,0
207552,772091,0
201567,881003,0
265125,820661,0
273165,852766,0
290210,818593,0
256487,868899,0
271395,862063,0
251958,886571,0
249253,856047,0
268289,878265,0
295375,861990,0
256316,818886,0
246470,842932,0
314666,849163,0
298979,774144,0
192885,887667,0
227819,900986,0
250003,859517,0
249857,844975,0
218369,851387,0
252586,806474,0
283017,850861,0
228095,843338,0
266980,825990,0
241381,844402,0
294053,878220,0
253339,750941,0
241413,845029,0
294326,807584,0
257856,846423,0
248210,886338,0
216846,737568,0
244743,830888,0
277055,860813,0
279923,805957,0
235041,823732,0
238524,842928,0
246453,883061,0
260590,827955,0
274554,845338,0
245254,907991,0
299821,866288,0
261120,804153,0
246729,879602,0
240308,844341,0
220620,819091,0
268926,813783,0
234219,845270,0
188424,849785,0
240171,843940,0
163766,859386,0
191257,802651,0
224852,934148,0
261093,844962,0
228711,848090,0
183478,851724,0
201080,823689,0
118590,857150,0
264798,767716,0
313609,860065,0
232246,844226,0
237757,834092,0
222682,806314,0
243331,844022,0
197362,870337,0
229857,843917,0
244257,776516,0
224083,852922,0
309399,838744,0
271205,817620,0
242247,864253,0
235337,831592,0
232357,810798,0
252199,828023,0
267049,950249,0
245678,821691,0
241138,844374,0
246182,840370,0
264175,824349,0
266977,887963,0
274685,883097,0
244260,847060,0
256073,917590,0
258416,835432,0
241687,844256,0
282603,846165,0
228032,893055,0
226949,889283,0
264274,813041,0
139601,914203,0
229131,842806,0
236274,861302,0
261819,863523,0
200005,825237,0
310591,841778,0
244049,817710,0
235022,911236,0
256512,837094,0
236495,861569,0
256889,880721,0
258528,856273,0
233284,860085,0
257480,849037,0
269354,811847,0
222445,891438,0
222356,840843,0
236207,886769,0
174371,864697,0
159683,838958,0
237750,837381,0
241545,838673,0
256082,831969,0
246468,838071,0
205919,844377,0
266111,813259,0
244246,847589,0
244899,812192,0
219316,898830,0
251866,864044,0
238308,790723,0
209264,836661,0
242519,845811,0
351883,890475,0
278929,842054,0
244027,850132,0
248570,843156,0
224681,858432,0
210276,824826,0
220884,916718,0
240846,841609,0
257093,801567,0
236749,813868,0
332237,911313,0
288954,846991,0
238084,844799,0
236431,844100,0
299772,828655,0
241633,846949,0
230107,858332,0
256216,903741,0
258135,880184,0
232331,872896,0
183583,787453,0
264293,890923,0
213208,833959,0
224288,931476,0
261622,869706,0
297183,841456,0
241849,815141,0
308616,811021,0
220931,876605,0
289719,866638,0
233931,838374,0
224694,848663,0
240645,855514,0
229567,855332,0
247613,815836,0
239387,847822,0
257788,880587,0
245532,846331,0
224241,828996,0
227582,856861,0
244618,845420,0
213775,841758,0
243511,830743,0
244799,841688,0
216061,848623,0
294492,832336,0
248931,844960,0
267478,894783,0
228715,837572,0
269483,848608,0
248276,844455,0
236987,881080,0
223732,826580,0
230149,886583,0
265299,859533,0
181803,799487,0
247210,859012,0
261633,773355,0
262370,891499,0
250394,847577,0
222019,839774,0
238328,770068,0
208941,860169,0
238714,858826,0
241005,825301,0
270742,847836,0
238492,833394,0
312726,853829,0
286663,846902,0
261796,819395,0
253890,807676,0
242415,844335,0
134134,842630,0
163956,833732,0
250359,849451,0
295357,842293,0
218942,848326,0
205466,778884,0
253899,862843,0
244966,841126,0
208494,850615,0
221126,837878,0
271093,861412,0
216543,842952,0
255185,825960,0
251070,877802,0
264565,859237,0
228611,836717,0
228517,837056,0
198583,860431,0
215976,836025,0
254411,848090,0
168036,807011,0
292194,906490,0
243951,865415,0
260922,785987,0
245740,814541,0
317675,838127,0
274505,864723,0
230049,865536,0
235084,818866,0
172690,847721,0
221706,875060,0
236740,853169,0
298800,824277,0
265246,889333,0
219498,851932,0
247484,846372,0
288675,919879,0
229280,813483,0
282622,879222,0
307300,836132,0
238260,882489,0
219049,825171,0
219321,848396,0
240028,849354,0
212009,864463,0
246857,852483,0
245118,811283,0
247855,794626,0
253655,821946,0
241475,850889,0
210162,860529,0
204922,854068,0
225567,853078,0
245258,799882,0
257134,845851,0
187314,815820,0
294275,174786,1
329428,66056,1
325938,164475,1
253129,154296,1
319838,170383,1
240213,118409,1
283784,178305,1
376613,159699,1
338717,181582,1
304283,183656,1
314519,146787,1
270899,175377,1
291228,101272,1
291170,110147,1
321522,163852,1
202627,179376,1
307913,91419,1
311093,169734,1
321775,164846,1
294832,124284,1
295537,91032,1
383044,180418,1
338570,192256,1
337894,175289,1
359796,165920,1
316263,163806,1
320972,170417,1
277860,111893,1
367806,123963,1
359352,162962,1
350964,149159,1
332201,181702,1
287966,150135,1
346942,152780,1
232784,169847,1
292492,99170,1
334529,166765,1
363208,238649,1
196795,190277,1
353333,113156,1
373191,88470,1
333789,151168,1
339732,163158,1
321822,187102,1
276792,141848,1
308044,164482,1
311328,159477,1
383052,89061,1
316820,150304,1
314479,178821,1
310824,144943,1
333143,200298,1
300672,175844,1
339482,151261,1
319208,164182,1
321645,164662,1
308763,166511,1
308066,145825,1
360143,155270,1
348893,195430,1
319283,158983,1
332284,194186,1
292402,184441,1
361227,221878,1
313573,109221,1
310693,154278,1
344482,215846,1
358652,186358,1
330533,214555,1
320400,160020,1
267662,127175,1
396583,82842,1
292193,125417,1
324121,96346,1
321344,166633,1
234837,151054,1
368060,76739,1
347050,150472,1
245783,109229,1
400550,144359,1
343217,153037,1
315488,160339,1
347406,155708,1
336845,172750,1
357014,148222,1
331862,169092,1
322140,165212,1
363075,162238,1
318738,182134,1
346717,178180,1
311819,140674,1
332032,157725,1
301983,173386,1
321556,163352,1
315830,102777,1
312275,145173,1
325861,203058,1
360703,150999,1
345976,148333,1
320210,191459,1
318665,158107,1
425563,163524,1
264427,188193,1
348177,179526,1
265430,151883,1
320718,158610,1
380609,185976,1
345234,188822,1
362027,150348,1
300294,178772,1
315963,174031,1
333787,189423,1
337343,156614,1
334812,137431,1
347492,153416,1
324518,167369,1
353991,193997,1
274321,219665,1
335476,183897,1
300021,159185,1
384591,137729,1
320000,162605,1
268938,211870,1
366146,196571,1
356280,185198,1
325767,164095,1
350480,214608,1
314791,163370,1
302582,134124,1
328851,147002,1
347039,195468,1
289531,145743,1
343018,239960,1
271123,163465,1
326959,154655,1
332307,189590,1
310529,141617,1
380281,205779,1
411606,137378,1
348191,165419,1
305292,175260,1
256120,141529,1
390934,170420,1
358562,112650,1
355499,224982,1
363437,77975,1
232043,177614,1
246753,175170,1
327204,152871,1
371685,151612,1
291723,177824,1
324488,180658,1
340048,131847,1
295311,115000,1
239495,163949,1
267521,119941,1
401396,125431,1
260930,184935,1
336085,170252,1
291782,159562,1
307616,207295,1
352910,145624,1
294653,104623,1
372883,222824,1
318707,160697,1
281548,175184,1
307747,128551,1
336991,217448,1
270233,195701,1
433100,134861,1
311433,134432,1
375353,117180,1
315146,160782,1
311163,166821,1
305333,171939,1
332470,161202,1
302266,185591,1
370775,144355,1
314552,151035,1
343145,172236,1
331212,162496,1
299460,144708,1
383894,179880,1
345703,149860,1
331381,162660,1
344364,213940,1
378347,144880,1
322789,137560,1
328425,159826,1
341137,78287,1
317771,154916,1
336266,148507,1
342066,119083,1
297177,88467,1
280519,165350,1
305901,166656,1
284757,175853,1
281732,221764,1
321262,178491,1
344710,213543,1
311408,168232,1
356500,188114,1
304376,222294,1
278116,185472,1
247892,115217,1
306326,164202,1
311516,94189,1
323747,163351,1
321778,158339,1
309501,166931,1
333942,143344,1
339393,209145,1
340996,170964,1
315333,144566,1
332853,168141,1
290958,168323,1
297731,175876,1
280274,182662,1
306540,193434,1
319155,159850,1
355168,114823,1
270201,236813,1
347630,120931,1
446538,180119,1
371052,147369,1
403365,215735,1
258201,153095,1
335121,214149,1
283786,133973,1
353951,133923,1
345069,165968,1
367079,183232,1
363932,228249,1
354132,161850,1
390538,157197,1
333805,148479,1
325344,159885,1
323905,168029,1
274495,182470,1
309684,150076,1
381617,157000,1
322841,169735,1
359520,132845,1
249616,144446,1
321620,169950,1
415495,116126,1
335742,196692,1
271424,251323,1
340066,152500,1
327734,163585,1
346079,220993,1
276741,143844,1
377042,182019,1
400055,131725,1
332246,172932,1
310386,171068,1
327569,158418,1
324444,166910,1
317217,163896,1
270404,183080,1
277512,151920,1
324966,170021,1
306421,145493,1
382419,110392,1
318266,171979,1
321245,141627,1
318192,170844,1
320821,165455,1
329029,204399,1
311065,219934,1
287127,192494,1
283571,109326,1
308748,199866,1
369490,164369,1
270729,67329,1
279010,181792,1
282957,179982,1
308489,145929,1
327927,168535,1
327022,161396,1
376557,109320,1
248427,146381,1
321182,150806,1
312337,154488,1
268518,181514,1
285865,167818,1
279251,184486,1
306042,66361,1
318215,180010,1
293978,197091,1
338044,233264,1
293864,241877,1
344380,183817,1
316257,171544,1
248779,111087,1
313783,177198,1
415534,110526,1
296164,96874,1
315670,160928,1
339137,160334,1
290700,196285,1
307107,174760,1
325279,168587,1
328423,161604,1
333883,276840,1
308555,134011,1
322101,164171,1
306357,123397,1
292931,125341,1
284378,223470,1
335003,151395,1
267212,158699,1
343851,193618,1
296627,93375,1
334980,143900,1
335235,180161,1
360945,167952,1
257841,193878,1
275288,212315,1
331798,143962,1
333937,51121,1
328775,156501,1
319829,168353,1
293201,192871,1
327608,177638,1
332562,174699,1
348815,150017,1
312227,159417,1
324337,162686,1
323329,93955,1
291973,127483,1
258779,106777,1
325360,134919,1
267264,153034,1
312421,170617,1
293350,175997,1
275459,190178,1
244344,185382,1
252845,181181,1
357923,192120,1
382720,263255,1
326040,156509,1
165104,543395,0
139903,592241,0
132705,557674,0
114311,601605,0
102460,533057,0
185935,554627,0
123441,594415,0
97216,564094,0
110948,539533,0
101553,517715,0
133023,574572,0
144570,573936,0
136531,557658,0
173576,507309,0
179189,536028,0
141238,557986,0
156430,615117,0
69169,631490,0
31842,565765,0
144620,575370,0
155899,561715,0
137451,555339,0
68388,574380,0
166290,521714,0
210499,526471,0
148319,584541,0
135336,552552,0
136606,562296,0
136301,569544,0
119386,620549,0
139212,557713,0
84501,604671,0
176602,574552,0
105945,528795,0
140989,537156,0
138449,555969,0
128669,574591,0
95749,602775,0
139460,557260,0
130440,562623,0
147885,527813,0
58190,608304,0
151701,574146,0
148385,538149,0
142668,544976,0
145251,553486,0
142265,546135,0
202913,525966,0
192564,547558,0
179240,577011,0
182840,584262,0
144242,557674,0
135849,550612,0
101427,615890,0
143265,548387,0
112379,547679,0
137347,622867,0
139146,569516,0
125756,579609,0
77109,512651,0
138073,556272,0
202547,601240,0
19835,570290,0
118137,579149,0
201324,574588,0
113259,568684,0
139052,610320,0
177246,571940,0
107972,601191,0
138199,541774,0
220156,589643,0
137787,566189,0
138122,557230,0
93136,613387,0
154620,576738,0
131523,568207,0
136967,565662,0
142886,556511,0
125005,540340,0
138965,558201,0
139474,569485,0
171471,576787,0
157138,565993,0
198294,552987,0
136078,547418,0
140164,531093,0
156003,502860,0
67867,545392,0
133780,533275,0
116142,550919,0
148510,579793,0
179224,584189,0
149906,546909,0
29760,557873,0
115287,602637,0
206561,574789,0
108651,521409,0
115905,560139,0
127373,549518,0
141699,530028,0
141641,557376,0
111855,531542,0
136580,553967,0
137516,556818,0
179793,483378,0
105568,584102,0
125840,520239,0
117212,565692,0
140717,554093,0
139033,593287,0
172882,571145,0
104862,608089,0
158366,537970,0
138525,534268,0
69565,599820,0
94571,528963,0
153185,562792,0
147599,513563,0
223226,546198,0
143879,536650,0
151099,518008,0
109317,531425,0
127202,525948,0
137740,618961,0
138734,557713,0
109912,565003,0
158060,525533,0
260096,530550,0
134449,557556,0
121650,599844,0
188992,563992,0
207218,589497,0
179830,547383,0
152331,529689,0
112184,530469,0
166904,503121,0
183026,545377,0
152658,569277,0
172116,513383,0
95899,530846,0
144325,538991,0
166597,572855,0
105193,596017,0
166840,562425,0
117089,561455,0
141718,549576,0
117959,536156,0
125351,529954,0
140706,547367,0
138012,558263,0
135284,555664,0
142663,556520,0
112673,516997,0
137657,611252,0
119237,591137,0
186380,487625,0
113099,546732,0
176278,550602,0
158773,588778,0
140962,518168,0
144856,551807,0
155943,576199,0
152584,564548,0
165356,570715,0
127858,609681,0
257984,555707,0
149758,564768,0
129550,560106,0
159271,568953,0
151374,538387,0
129030,588495,0
155430,549012,0
172756,612694,0
93459,514032,0
99569,523174,0
148080,544056,0
169322,577938,0
173847,514665,0
136418,562926,0
140047,540043,0
74519,527539,0
146681,562995,0
110877,562558,0
95071,503965,0
136232,576477,0
146120,576624,0
259173,548593,0
107965,535173,0
103153,601002,0
158283,570550,0
206219,604081,0
116492,509399,0
97430,598804,0
193275,538687,0
116860,550810,0
179834,541387,0
143226,522375,0
111174,539350,0
94933,588147,0
139434,557410,0
131532,536658,0
38179,532155,0
113321,606322,0
123905,508486,0
201753,569116,0
206660,575002,0
138884,529162,0
139636,565984,0
110479,594587,0
76253,529394,0
160280,493497,0
161475,587507,0
149054,556986,0
223408,520131,0
158596,562634,0
141991,539522,0
137172,523482,0
161154,538355,0
130157,581286,0
142000,554964,0
86243,559135,0
130883,557824,0
127964,538935,0
122130,568886,0
210597,589836,0
139847,552015,0
147664,559632,0
167716,562762,0
130657,555545,0
165382,518876,0
221994,575146,0
87236,607429,0
154268,542573,0
197367,535989,0
133094,557996,0
155274,552551,0
139911,561185,0
146924,565933,0
146183,622188,0
176092,531921,0
184402,546549,0
